,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.01812046580016613
11,2.155304193496704
12,9.341206550598145
13,12.2537202835083
14,10.830916404724121
15,10.44459342956543
16,12.477115631103516
17,12.309804916381836
18,14.102054595947266
19,13.627094268798828
20,9.15458869934082
21,7.447404861450195
22,7.9251556396484375
23,1.5239946842193604
24,0.42077383399009705
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,1.7558374404907227
45,4.596280097961426
46,11.252558708190918
47,13.111414909362793
48,14.404176712036133
49,14.518167495727539
50,14.399462699890137
51,14.32103157043457
52,14.598809242248535
53,15.008465766906738
54,14.496597290039062
55,14.92674446105957
56,13.855490684509277
57,15.78567123413086
58,11.814233779907227
59,9.48658561706543
60,1.16585373878479
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.008604418486356735
77,0.8006553053855896
78,10.609097480773926
79,13.548954963684082
80,14.02824592590332
81,14.536606788635254
82,14.80977725982666
83,14.667455673217773
84,14.490242958068848
85,14.569469451904297
86,15.674951553344727
87,15.30257511138916
88,14.754244804382324
89,15.270772933959961
90,15.498998641967773
91,16.267078399658203
92,15.5842924118042
93,15.652746200561523
94,15.359487533569336
95,14.613174438476562
96,8.812192916870117
97,3.8791494369506836
98,0.0025730628985911608
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.0
108,0.0
109,0.0
110,0.4919165074825287
111,13.615280151367188
112,14.84088134765625
113,14.20318603515625
114,15.18431282043457
115,15.322789192199707
116,14.889985084533691
117,14.896088600158691
118,15.377143859863281
119,15.711865425109863
120,15.476568222045898
121,15.37346363067627
122,14.871082305908203
123,15.308446884155273
124,15.787591934204102
125,16.51308822631836
126,15.201013565063477
127,15.698739051818848
128,14.391399383544922
129,13.936641693115234
130,14.747523307800293
131,14.897706031799316
132,14.979936599731445
133,9.537034034729004
134,0.18586014211177826
135,0.0
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.0
145,8.663509368896484
146,15.445322036743164
147,15.061659812927246
148,15.870912551879883
149,15.713895797729492
150,14.77174186706543
151,15.592263221740723
152,15.46728515625
153,15.583551406860352
154,15.418155670166016
155,15.757993698120117
156,15.839763641357422
157,15.134448051452637
158,15.07497501373291
159,15.245532989501953
160,16.627809524536133
161,15.829513549804688
162,15.854297637939453
163,14.70930290222168
164,14.578408241271973
165,14.787851333618164
166,14.858119010925293
167,15.12159538269043
168,13.748414993286133
169,5.6662421226501465
170,0.4386941194534302
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.5949565768241882
179,7.478078365325928
180,14.520672798156738
181,15.946391105651855
182,15.779924392700195
183,14.947979927062988
184,16.638093948364258
185,16.75113296508789
186,16.034788131713867
187,16.009597778320312
188,15.87039566040039
189,16.11701774597168
190,15.93630313873291
191,15.910260200500488
192,15.646988868713379
193,15.862043380737305
194,15.922859191894531
195,14.952991485595703
196,15.23423957824707
197,16.05023956298828
198,16.773086547851562
199,16.20689582824707
200,15.35488224029541
201,15.19003677368164
202,15.632622718811035
203,15.76683521270752
204,15.69571304321289
205,14.758234977722168
206,0.29185250401496887
207,0.0
208,0.0
209,0.0
210,0.0
211,0.0
212,0.07421062886714935
213,16.162687301635742
214,15.066987991333008
215,15.87181282043457
216,16.710590362548828
217,16.211393356323242
218,16.47490692138672
219,16.607725143432617
220,16.679832458496094
221,16.826013565063477
222,17.222776412963867
223,17.175710678100586
224,17.08898162841797
225,16.467668533325195
226,16.41794204711914
227,16.167827606201172
228,15.895685195922852
229,15.902287483215332
230,15.550338745117188
231,15.955537796020508
232,16.125619888305664
233,15.603601455688477
234,15.601033210754395
235,16.58879280090332
236,16.74812126159668
237,16.343358993530273
238,14.850556373596191
239,15.124639511108398
240,14.911184310913086
241,9.755783081054688
242,0.10129538178443909
243,0.0
244,0.0
245,0.0
246,0.0
247,2.4118735790252686
248,16.167362213134766
249,14.837096214294434
250,16.189468383789062
251,16.03471565246582
252,16.220752716064453
253,16.40938377380371
254,16.484386444091797
255,15.834639549255371
256,16.860740661621094
257,16.980342864990234
258,16.96420669555664
259,17.101144790649414
260,16.6783390045166
261,16.510587692260742
262,15.828107833862305
263,15.795069694519043
264,15.795949935913086
265,15.441847801208496
266,15.76500129699707
267,15.860869407653809
268,15.88576889038086
269,15.750611305236816
270,15.895081520080566
271,16.652130126953125
272,17.221017837524414
273,15.213020324707031
274,14.564915657043457
275,14.194738388061523
276,14.044812202453613
277,3.1545379161834717
278,0.006403899285942316
279,0.0
280,0.0
281,0.019784022122621536
282,14.791624069213867
283,17.09523582458496
284,17.70440673828125
285,16.791650772094727
286,17.62445831298828
287,17.079849243164062
288,16.462831497192383
289,15.299952507019043
290,15.889894485473633
291,16.33148193359375
292,16.28084373474121
293,16.101564407348633
294,16.731107711791992
295,17.12615394592285
296,16.813806533813477
297,16.470531463623047
298,17.310453414916992
299,16.275753021240234
300,16.146961212158203
301,15.636012077331543
302,15.463072776794434
303,15.618881225585938
304,15.81968879699707
305,15.940082550048828
306,14.891897201538086
307,15.05428409576416
308,14.411806106567383
309,14.099299430847168
310,14.841630935668945
311,14.318367004394531
312,12.928586959838867
313,3.3619279861450195
314,0.0
315,0.001982760615646839
316,3.848358392715454
317,14.750652313232422
318,15.524433135986328
319,15.401690483093262
320,16.38216781616211
321,18.76847267150879
322,18.01243019104004
323,15.593294143676758
324,16.765064239501953
325,16.43659019470215
326,16.152278900146484
327,15.211483001708984
328,15.672941207885742
329,16.394004821777344
330,16.3750057220459
331,16.070552825927734
332,17.027524948120117
333,16.565937042236328
334,16.62964630126953
335,15.685235977172852
336,15.638656616210938
337,16.558198928833008
338,16.642650604248047
339,16.17576789855957
340,15.565828323364258
341,15.290740966796875
342,14.393071174621582
343,14.401144027709961
344,14.37901496887207
345,14.0579252243042
346,14.855707168579102
347,14.302939414978027
348,11.674247741699219
349,0.003440116299316287
350,1.1057919263839722
351,10.3595609664917
352,14.524850845336914
353,16.6369571685791
354,16.248533248901367
355,14.898746490478516
356,15.66564655303955
357,16.182525634765625
358,17.1210994720459
359,17.063257217407227
360,16.89469337463379
361,17.143091201782227
362,14.352713584899902
363,13.215563774108887
364,17.00531005859375
365,17.290781021118164
366,17.06181526184082
367,16.126495361328125
368,16.30265998840332
369,14.637260437011719
370,15.632933616638184
371,16.026182174682617
372,16.02928352355957
373,16.07224464416504
